"","primary_id","study_title","sequence_accession_number","run_id","sample_name","bioreactor_model","donor","include_study","reason","fecalSampleSequence","bioreactor_type","ndonor_type","country_donor","continent","predigestion","stage","stages","working_volume_mL","pH_ac","pH_tc","pH_dc","stirring_speed_rpm","total_retention_time_h","treatment","external_microorganism","flushing_gas","CO2_.","N2_.","H2_.","region_16S","media_based_on","vitamins","peptone","yeast_extract","NaHCO3","CaCl2","pectin","xylan","arabinogalactan","starch","casein","inulin","NaCl","K2HPO4","NaH2PO4","KH2PO4","MgSO4","hemin","menadione","bile_salts_oxgall","L_cysteine","mucin","glucose","pancreatin","cellobiose","lactose","whey_proteins_lactalbumin","HEPES","guanine","inosine","thymidine","xanthine","choline_chloride","ascorbic_acid","lipoic_acid","histidine","resazurin","aminoacid_mix","trace_mineral_supplement","cellulose","bacto_tryptone","XOS","Tween_80","KCL","MgCl2","FeSO4","MnCl2","CoSO4","CuSO4","ZnSO4","NiCl2","Xylitol","Rice","popcorn","whey_protein","arabic_gum","guar_gum","polyoxyethylene","digested_milk_fragments","maltose","bile","buffer","carbon","cofactor","enzyme","glycoprotein","micronutrient","nitrogen","nucleic.acid","redox","salt","surfactant","vitamin","CNratio","include_sample","sample_name_other","reason_sample_exclusion"
"25","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878809","ERR1816231","SAMEA72773668","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"26","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878808","ERR1816230","SAMEA72772918","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"27","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878807","ERR1816229","SAMEA72772168","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"28","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878806","ERR1816228","SAMEA72771418","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"29","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878805","ERR1816227","SAMEA72770668","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"30","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878804","ERR1816226","SAMEA72769918","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"31","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878803","ERR1816225","SAMEA72769168","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"32","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878802","ERR1816224","SAMEA72768418","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"33","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878801","ERR1816223","SAMEA72767668","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"34","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878800","ERR1816222","SAMEA72766918","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"35","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878799","ERR1816221","SAMEA72766168","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"36","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878798","ERR1816220","SAMEA72765418","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"37","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878797","ERR1816219","SAMEA72764668","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
"38","ERP021273","Dietary emulsifiers directly alter SHIME microbiota composition","ERX1878796","ERR1816218","SAMEA72763918","M-SHIME_Chassaing_et_al_2020","healthy","yes","OK","no","SHIME","1_individual","Belgium","Europe","yes","3","st_si_ac",500,"6.15",NA,NA,200,20,"CMC","no","N2",0,100,0,"V4","SHIME","no",1,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,4,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,3,0,0.054,4,0,1.5,0,0,0,0,0,2,"yes",NA,NA
